X_temp,y
spoke uncl john today strongli feel need sacrific keep go call beg listen dont make promis make clear thing easi need pleas let work thing long keep expect help creativ stifl pl keep happi promis part,0
start search get job day great potenti talent,0
carlo took leav minut,0
well done luv,0
came hostel,0
still love,0
juz rememb gotta bath dog today,0
drug abl eat,0
alright took morphin back,0
see requir pleas,0
stayin troubl stranger saw dave day sort still bloke gona get girl mum still think get 2getha,0
freemsg hey buffi love satisfi men home alon feel randi repli pix qlynnbv help08700621170150p msg send stop stop txt,1
sunshin hol claim med holiday send stamp self address envelop drink box 113 bray wicklow eir quiz start saturday unsub stop,1
collect laptop,0
later show around want cld drink wld prefer spend money nosh mind nxt,0
get home,0
waaaat lololo next time,0
tabl occupi wait tree,0
sure dont forgot come alway touch,0
kindli give back document submit loan stapati,0
dont shall buy one dear,0
god happi see messag day,0
year mani mile,0
hey cuti goe wale kinda like hill shit still avent kill,0
sad stori man last week day wife wish parent forgot kid went work even colleagu wish enter cabin said happi day boss felt special askd lunch lunch invit apart went said mind bedroom minut sed sexi mood came minut latr wid cake wife parent kidz friend colleagu scream surpris wait sofa nake,0
think honesti road call bank tomorrow tough decis make great peopl,0
free 1st week no1 nokia tone mob everi week txt nokia 87077 get txting tell mate zed pobox 36504 w45wq norm150p tone,1
specialis work slave labor look month sha co shakara beggar,0
repli boy chang phone number,0
write msg put dictionari mode cover screen hand press gentli remov hand interest,0
darlin way london smash anoth driver big dent realli miss xxx,0
noth realli make sure everybodi speed,0
come home dinner,0
thank way lost,0
ye good crickit mind,0
thx well month,0
shop till drop either 10k 500 cash 100 travel voucher call 09064011000 ntt box cr01327bt fixedlin cost 150ppm mobil vari,1
pleas come imin town dontmatt urgoin outl8r reallyne 2docd pleas dontpleas dontignor mycal thecd isv import tome 2moro,0
wont wat wit guy,0
yavnt tri yet never play origin either,0
hiya good day spoken sinc weekend,0
see thought,0
work pleas call,0
get readi moan scream,0
got job what,0
think need go late school night especi one class one miss last wednesday probabl fail test friday,0
pop ibuprofen help,0
babe goe day sip cappuccino think love send kiss across sea,0
grown right,0
chinatown got porridg claypot rice yam cake fishhead beehoon either eat cheap den cafe tok nydc somethin,0
know peopl hit fuck ye,0
puriti friendship two smile read forward messag smile see name gud evng,0
anyth specif regard jaklin idk fuck,0
god gonna googl nearbi cliff,0
free camera phone linerent month 750 cross ntwk min price txt bundl deal also avbl call 08001950382 call2optout,1
yup shd haf ard page add figur got mani page,0
ooh 4got gonna start belli danc moseley wed want join cafe,0
thankyou much call appreci care,0
congrat treat pend mail day mail thru respect mother home check mail,0
call one pick phone ask alreadi said,0
email address chang,0
aluabl ffection oveabl ternal obl ruth ntimat atur namou happi valentin day advanc,0
much textin bout,0
bring got,0
movi call wat,0
sure stomach,0
haha dinner cousin,0
boy late home father power frndship,0
man carlo definit come tonight excus,0
soon real thing princess make wet,0
raji pl favour pl convey birthday wish nimya pl today birthday,0
haha leg neck kill amigo hope end night burn think could swing like hour,0
urgent mobil 07xxxxxxxxx 000 bonu caller prize 2nd attempt reach call 09066362231 asap box97n7qp 150ppm,1
usual bodi take care buy make sure doesnt progress pl continu talk saturday,0
urgent costa del sol holiday 5000 await collect call 09050090044 toclaim sae pobox334 stockport sk38xh cost max10min,1
hmm well night night,0
want say holi shit guy kid bud,0
gettin bit arti collag well tryin way got roast min love shall enjoy,0
one day billion class right,0
goodmorn today late 2hr back pain,0
let noe later ask call tmr,0
prabha soryda reali frm heart sori,0
walik ard wan buy anyth hous,0
two carton pleas shelv,0
nice talk pleas dont forget pix want see,0
guarante 1000 cash 2000 prize claim prize call custom servic repres 08714712379 10am 7pm cost 10p,1
realli quit funni lor wat shd haf run shorter distanc wat,0
notic like look shit mirror your turn right freak,0
great get worri know wonder care person like best life know wonder god love,0
thank rington order ref number k718 mobil charg tone arriv pleas call custom servic 09065069120,1
prefer free day tue wed fri oso ask workin lor,0
alrit jod how revis goin keri bin doin smidgin way wanna cum colleg,0
beliv come home,0
take test,0
exact intent,0
haha money leh later got tuition haha look empti slot drive lesson,0
hey thk juz accordin wat discuss yest lor except sun co much lesson attend sat,0
wen free come home also tel vikki hav sent mail also better come even free today aftr 6pm,0
noth get msg di name wit differ,0
good morn plz call sir,0
room number wanna make sure knock right door,0
como listened2th plaid album quit new air1 hilari also bought braindanc comp ofstuff aphex abel hav2hear xxxx,0
pl tell nelson longer comin money expect aint come,0
give someth drink take vomit temp might drop unmit howev let know,0
think sent text home phone cant display text still want send number,0
everi day use sleep,0
call close,0
buy newspap alreadi,0
nope wif si lor aft bath dog bath look like go rain soon,0
boo way mom make tortilla soup yummmm,0
manag puzzel,0
find way includ detail,0
babe 4goten bout scammer get smart though regular vodafon respond get prem rate msg subscript no use also bewar,1
back work 2morro half term 2nite sexi passion back chat 09099726481 luv dena call minmobsmorelkpobox177hp51fl,1
like spoil,0
thank rington order ref number r836 mobil charg tone arriv pleas call custom servic 09065069154,1
get threat sale execut shifad rais complaint offici messag,0
hope thing went well doctor remind still need 2go littl thing left loung,0
den wat schedul sun,0
lol enjoy role play much,0
watch,0
lov line hurt truth mind wil tolerat bc someon never comfort lie gud ni8 sweet dream,0
check head drop stuff,0
got lot hair dresser china,0
sad stori man last week day wife wish parent forgot kid went work even colleagu wish,0
ill call even ill idea,0
splashmobil choos 1000 gr8 tone subscrit servic weekli tone cost 300p one credit kick back enjoy,1
show wot say could dust,0
take min,0
heard call rude chat privat line 01223585334 cum wan pic gettin shag text pix 8552 2end send stop 8552 sam xxx,1
bu come soon come otherwis tomorrow,0
cant pick phone right pl send messag,0
forward 88877 free entri 250 weekli comp send word enter 88877 www textcomp com,1
finish liao,0
88066 88066 lost 3pound help,1
haha think,0
know watchin lido,0
life spend someon lifetim may meaningless moment spent someon realli love mean life,0
haha awesom coupl time come,0
cold dont sad dear,0
think could stop like hour roommat look stock trip,0
telli brdget jone,0
love aathi love lot,0
hello bore inev thought get bore tell someth excit happen anyth,0
hmm bad news hype park plaza 700 studio taken left bedrm 900,0
sorri call later meet,0
comin back dinner,0
hav almost reach call unabl connect,0
wait yesterday,0
reach home safe sound liao,0
velli good ye pleas,0
wkend journey terribl good huge back log mark,0
two letter copi co one messag speak soon,0
alex know guy sell mid south tampa think could set like,0
dont messag offer,0
mobil 11mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd8 freefon 08000839402 2stoptx,1
hey babe doin wot 2nite love anni,0
remind get shall,0
romant,0
hello damn christma thing think decid keep mp3 doesnt work,0
new messag pleas call 08718738034,1
darlin missin hope good time back time give call home jess,0
forward 21870000 mailbox messag sm alert messag match pleas call back 09056242159 retriev messag match,1
draw dont think,0
dont pick call someth import tell hrishi,0
congrat year special cinema pass call 09061209465 suprman matrix3 starwars3 etc free bx420 ip4 5we 150pm dont miss,1
nothin come mind help buy hanger lor laptop heavi,0
guess easi enough,0
make babi tho,0
tell friend come round til like ish,0
friendship poem dear dear near hear dont get fear live cheer tear alway dear gud ni8,0
still area restaur ill tri come back soon,0
aight work thank,0
win year suppli cd store choic worth 500 enter 100 weekli draw txt music 87066 www ldew com subs16 1win150ppmx3,1
mobi pub quiz win 100 high street prize know new duchess cornwal txt first name 82277 unsub stop 008704050406 arrow,1
sleep bag blanket paper phone detail anyth els,0
nokia 7250i get win free auction take part send nokia 86021 suite342 2land row w1jhl,1
congratul thank good friend 000 xma prize claim easi call 08718726971 10p per minut nation rate,1
tddnewslett emc1 game thedailydraw dear helen dozen free game great prizeswith,1
guy,0
also chat awesom make regular unless see person,0
signific dont worri,0
caus old live high,0
waqt pehl naseeb zyada kisi kuch nahi milta zindgi nahi hum socht hai zindgi hai ham jeetey hai,0
way offic,0
place want,0
pain come wors time,0
stalk,0
sorri dude dont know forgot even dan remind sorri hope guy fun,0
lor,0
app class varaya elaya,0
xma stori peac xma msg love xma miracl jesu hav bless month ahead amp wish merri xma,0
urgent mobil number 2000 bonu caller prize 2nd attempt reach call 09066368753 asap box 97n7qp 150ppm,1
day ask anand number,0
surf onlin store offer want buy thing,0
long beach lor expect dinner,0
home way,0
fine thank,0
happen tell truth,0
like italian food,0
weird know one point,0
aww must nearli dead well jez iscom todo workand whilltak forev,0
tell friend plan valentin day url,0
alright see bit,0
cheer messag zogtoriu stare phone age decid whether text,0
take care financi problem help,0
tell dear happen talk like alian,0
doubl min txt orang price linerent motorola sonyericsson tooth free nokia free call mobileupd8 08000839402 or2optout hv9d,1
write msg put dictionari mode cover screen hand press gentli remov hand interest,0
oki,0
yiju meet tmr,0
posibl dnt live centuri frwd thnk differ,0
dint slept afternoon,0
seem unnecessarili affection,0
yar els thk sort funni thing,0
place man,0
download mani rington like restrict 1000 choos even send buddi txt sir 80082,1
that cool day,0
pleas call 08712402902 immedi urgent messag wait,1
go bu,0
hello love went day alright think sweet send jolt heart remind love hear scream across sea world hear ahmad hallaq love own possess passion kiss,0
join today,0
okay well thank clarif,0
talk other probabl come earli tomorrow,0
spook mob halloween collect logo pic messag plu free eeri tone txt card spook 8007 zed 08701417012150p per logo pic,1
money issu weigh thank breath easier make sure dont regret thank,0
sorri miss call pl call back,0
